item_id,category_code,std_name,std_spec,std_unit,part_type,maker,maker_pn,supplier,department,model_ref,stock_prev,stock_current,safety_stock,moq,lead_time,source_file,source_sheet,source_row,original_name_a,original_name_bc,mapping_status,notes,created_at
RM-000023,RM,TUBE 80KV D-0813,80KV D-0813,,X-ray Tube,,,신광포토레이,고압,ADX6000,500.0,,,,,A,26.03월,26,TUBE,캐논튜브 [ D-0813 ] _ 80KV ,mapped,matched to file C row 5 (score=6),2026-04-10T21:26:09
RM-000024,RM,TUBE 90kV OX / 70-1.0,90kV OX / 70-1.0,,X-ray Tube,,,CEI,고압,ADX6000,622.0,,,,,A,26.03월,27,TUBE,CEI튜브 [OX-70] _ 90KV,mapped,matched to file C row 8 (score=5),2026-04-10T21:26:09
RM-000025,RM,TUBE 100Kv DXDR-100,100Kv DXDR-100,,X-ray Tube,,,,고압,ADX6000,0.0,,,,,A,26.03월,28,TUBE,세라믹튜브 [DXDR-100] _ 100KV,mapped,matched to file C row 7 (score=9),2026-04-10T21:26:09
RM-000026,RM,튜브 하우징 파이프 베이클라이트,베이클라이트,,베이클라이트,,,용봉화학,고압,"DX3000, ADX4000W, ADX6000",800.0,,,,,A,26.03월,29,튜브 하우징 파이프,베이클라이트 하우징 파이프,mapped,matched to file C row 101 (score=10),2026-04-10T21:26:09
RM-000027,RM,튜브 하우징 파이프 HDPE,HDPE,,HDPE,,,용봉화학,고압,"COCOON, SOLO",360.0,,,,,A,26.03월,30,튜브 하우징 파이프,70KV 튜브 하우징용 파이프,mapped,matched to file C row 102 (score=3),2026-04-10T21:26:09
RM-000028,RM,튜브 하우징 파이프 HDPE,HDPE,,HDPE,,,용봉화학,고압,"COCOON, SOLO",100.0,,,,,A,26.03월,31,튜브 하우징 파이프,70KV 튜브 하우징용 파이프,mapped,matched to file C row 102 (score=3),2026-04-10T21:26:09
RM-000029,RM,네온램프 NEON-5T.5*13 red,NEON-5T.5*13 red,,램프,,,HLP,고압,"DX3000, ADX4000W, COCOON",1000.0,,,,,A,26.03월,32,네온램프,네온램프(NEON-5T),mapped,matched to file C row 10 (score=8),2026-04-10T21:26:09
RM-000030,RM,"고압 다이오드 2CL77 (20KV, 5mA)","2CL77 (20KV, 5mA)",,다이오드,,,비지티,고압,"DX3000, ADX4000W",0.0,,,,,A,26.03월,33,고압 다이오드,"고압다이오드 2CL77 [20KV, 5mA]",mapped,matched to file C row 9 (score=22),2026-04-10T21:26:09
RM-000031,RM,고압 다이오드 DL1500,DL1500,,다이오드,,,비지티,고압,"DX3000, ADX4000W, ADX6000, COCOON",0.0,,,,,A,26.03월,34,고압 다이오드,DL1500(다이오드),mapped,matched to file C row 18 (score=10),2026-04-10T21:26:09
RM-000032,RM,고압 다이오드 DD1800,DD1800,,다이오드,,,비지티,고압,COCOON,0.0,,,,,A,26.03월,35,고압 다이오드,DD1800 (신규 다이오드),mapped,matched to file C row 24 (score=10),2026-04-10T21:26:09
RM-000033,RM,"15㏀ 고압용 저항 15㏀±1％, DIP-1/4W","15㏀±1％, DIP-1/4W",,저항,,,HLP,고압,"DX3000, ADX4000W, ADX6000",0.0,,,,,A,26.03월,36,15㏀ 고압용 저항,"고압용 (15㏀±1％, DIP) - 1/4W",mapped,matched to file C row 13 (score=12),2026-04-10T21:26:09
RM-000034,RM,"30㏀ 고압용 저항 30㏀±1％, DIP-1/4W","30㏀±1％, DIP-1/4W",,저항,,,HLP,고압,"DX3000, ADX4000W",0.0,,,,,A,26.03월,37,30㏀ 고압용 저항,고압용 (30㏀),mapped,matched to file C row 12 (score=3),2026-04-10T21:26:09
RM-000035,RM,"500Ω 고압용 저항 500Ω±1％, DIP-1/4W","500Ω±1％, DIP-1/4W",,저항,,,HLP,고압,ADX6000,5000.0,,,,,A,26.03월,38,500Ω 고압용 저항,"고압용 (500Ω±1％, DIP) - 1/4W",mapped,matched to file C row 14 (score=12),2026-04-10T21:26:09
RM-000036,RM,"1.7W,10kV 시멘트저항 짧은 것 RK92-11XD 307J (1.7W,10kV,±5%,300ppm,Flat)","RK92-11XD 307J (1.7W,10kV,±5%,300ppm,Flat)",,저항,,,비지티,고압,"DX3000, ADX4000W, ADX6000",0.0,,,,,A,26.03월,39,"1.7W,10kV 시멘트저항 짧은 것",RK92-11XD307J (시멘트 저항),mapped,matched to file C row 11 (score=11),2026-04-10T21:26:09
RM-000037,RM,"2.7W,15kV 시멘트저항 긴 것 RK92-18XD 307J (2.7W,15kV,±5%,300ppm,Flat)","RK92-18XD 307J (2.7W,15kV,±5%,300ppm,Flat)",,저항,,,비지티,고압,COCOON,0.0,,,,,A,26.03월,40,"2.7W,15kV 시멘트저항 긴 것",RK92-18XD 307J 시멘트저항 긴 것,mapped,matched to file C row 20 (score=11),2026-04-10T21:26:09
RM-000038,RM,47k Surge 저항 HPC-2C 47k/Surge,HPC-2C 47k/Surge,,저항,,,비지티,고압,"DX3000, ADX4000W, ADX6000, COCOON",0.0,,,,,A,26.03월,41,47k Surge 저항,HPC-2C 47k/Surge,mapped,matched to file C row 19 (score=20),2026-04-10T21:26:09
RM-000039,RM,100nF 칩세라믹 콘덴서 3216B 100nF,3216B 100nF,,세라믹,,,HLP,고압,"DX3000, ADX4000W, ADX6000",4000.0,,,,,A,26.03월,42,100nF 칩세라믹 콘덴서,3216 B 100nF,mapped,matched to file C row 17 (score=15),2026-04-10T21:26:09
RM-000040,RM,103Z 고압용 세라믹 콘덴서 50V F103Z,50V F103Z,,세라믹,,,HLP,,,5000.0,,,,,A,26.03월,43,103Z 고압용 세라믹 콘덴서,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000041,RM,세라믹 큰 콘덴서 DHR4E4C102K2FB,DHR4E4C102K2FB,,세라믹,,,"비지티, HLP",고압,"DX3000, ADX4000W",2050.0,,,,,A,26.03월,44,세라믹 큰 콘덴서,DHR4E4C102K2FB 큰 콘덴서,mapped,matched to file C row 16 (score=9),2026-04-10T21:26:09
RM-000042,RM,세라믹 작은 콘덴서 Murata 680pF DHR4E4C681K2BB,680pF DHR4E4C681K2BB,,세라믹,,,"비지티, HLP",고압,"ADX6000, COCOON",0.0,,,,,A,26.03월,45,세라믹 작은 콘덴서 Murata,680pF  DHR4E4C681K2BB 무라타 작은 콘덴서,mapped,matched to file C row 21 (score=13),2026-04-10T21:26:09
RM-000043,RM,세라믹 작은 콘덴서 Vishay HVCC203Y6P681MCAX,HVCC203Y6P681MCAX,,세라믹,,,HLP,,,30000.0,,,,,A,26.03월,46,세라믹 작은 콘덴서 Vishay,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000044,RM,온도센서 LNTK103FW,LNTK103FW,,센서,,,HLP,고압,COCOON,0.0,,,,,A,26.03월,47,온도센서,LNTK103FW 온도센서,mapped,matched to file C row 22 (score=11),2026-04-10T21:26:09
RM-000045,RM,트랜스포머 60kV,60kV,,트랜스,,,미래메디칼,고압,"DX3000, ADX4000W",500.0,,,,,A,26.03월,48,트랜스포머,캐논튜브 [ D-081B ] _ 60KV ,mapped,matched to file C row 3 (score=8),2026-04-10T21:26:09
RM-000046,RM,트랜스포머 70kV,70kV,,트랜스,,,미래메디칼,고압,"COCOON, SOLO",0.0,,,,,A,26.03월,49,트랜스포머,캐논튜브 [ D-041 ] _ 70KV ,mapped,matched to file C row 4 (score=8),2026-04-10T21:26:09
RM-000047,RM,트랜스포머 (800턴) 80kV,80kV,,트랜스,,,미래메디칼,고압,ADX6000,0.0,,,,,A,26.03월,50,트랜스포머 (800턴),캐논튜브 [ D-0813 ] _ 80KV ,mapped,matched to file C row 5 (score=8),2026-04-10T21:26:09
RM-000048,RM,T 코어 (히터트랜스용) T31 X 8 X 19E,T31 X 8 X 19E,,CORE,,,대영파츠넷,고압,"DX3000, ADX4000W",880.0,,,,,A,26.03월,51,T 코어 (히터트랜스용),T 코어 (히터트랜스용),mapped,matched to file C row 37 (score=8),2026-04-10T21:26:09
RM-000049,RM,T 코어 (히터트랜스용) TR22-14-6.5,TR22-14-6.5,,CORE,,,"DCT,HLP",고압,"DX3000, ADX4000W",0.0,,,,,A,26.03월,52,T 코어 (히터트랜스용),T 코어 (히터트랜스용),mapped,matched to file C row 37 (score=8),2026-04-10T21:26:09
RM-000050,RM,센더스트 코어 CS234060,CS234060,,CORE,,,도일코리아,고압,ADX6000,250.0,,,,,A,26.03월,53,센더스트 코어,센더스트 코어 CS234060,mapped,matched to file C row 36 (score=16),2026-04-10T21:26:09
RM-000051,RM,"TIW 권선 (히터트랜스용 선) (외경)0.7mm (내경)0.5mm, 4000m","(외경)0.7mm (내경)0.5mm, 4000m",,CABLE,,,승리케이블,고압,"DX3000, ADX4000W, ADX6000",0.0,,,,,A,26.03월,54,TIW 권선 (히터트랜스용 선),TIW (외경)0.7mm(내경)0.5 5000m(히터트랜스용 선),mapped,matched to file C row 34 (score=8),2026-04-10T21:26:09
RM-000052,RM,히터트랜스용 고압선(적색) 40KVDC 22AWG,40KVDC 22AWG,,CABLE,,,HLP,고압,"DX3000, ADX4000W, ADX6000",0.0,,,,,A,26.03월,55,히터트랜스용 고압선(적색),40KVDC 22AWG  (히터트랜스용 붉은 고압선),mapped,matched to file C row 35 (score=14),2026-04-10T21:26:09
RM-000053,RM,히터트랜스용 고압선(흰색) DSI HV CABLE 2178,DSI HV CABLE 2178,,CABLE,,,BGT,조립,ADX6000FB ADX6000s,0.0,,,,,A,26.03월,56,히터트랜스용 고압선(흰색),40pin FFC Cable (50mm) _ 하네스 14번,mapped,matched to file B row 224 (score=3),2026-04-10T21:26:09
RM-000054,RM,고압베어 B/D,,,BOARD,,,한샘디지텍,고압,COCOON,0.0,,,,,A,26.03월,57,고압베어 B/D,고압베어B/D,mapped,matched to file C row 55 (score=7),2026-04-10T21:26:09
RM-000055,RM,"고압베어 B/D - TFT 70kV, 3mA","70kV, 3mA",,BOARD,,,HLP,튜닝,DX3000M,0.0,,,,,A,26.03월,58,고압베어 B/D - TFT,"D3GR + D3CT (TFT용)
70kv, 3mA ",mapped,matched to file C row 178 (score=12),2026-04-10T21:26:09
RM-000056,RM,고압베어 B/D 구형,구형,,BOARD,,,한샘디지텍,고압,COCOON,1192.0,,,,,A,26.03월,59,고압베어 B/D,고압베어B/D,mapped,matched to file C row 55 (score=7),2026-04-10T21:26:09
RM-000057,RM,고압베어 B/D 신형,신형,,BOARD,,,한샘디지텍,고압,COCOON,0.0,,,,,A,26.03월,60,고압베어 B/D,고압베어B/D,mapped,matched to file C row 55 (score=7),2026-04-10T21:26:09
RM-000058,RM,고압베어 B/D,,,BOARD,,,HLP,고압,COCOON,0.0,,,,,A,26.03월,61,고압베어 B/D,고압베어B/D,mapped,matched to file C row 55 (score=7),2026-04-10T21:26:09
RM-000059,RM,고압베어 B/D 구형,구형,,BOARD,,,한샘디지텍,고압,COCOON,176.0,,,,,A,26.03월,62,고압베어 B/D,고압베어B/D,mapped,matched to file C row 55 (score=7),2026-04-10T21:26:09
RM-000060,RM,고압베어 B/D 신형,신형,,BOARD,,,한샘디지텍,고압,COCOON,0.0,,,,,A,26.03월,63,고압베어 B/D,고압베어B/D,mapped,matched to file C row 55 (score=7),2026-04-10T21:26:09
RM-000061,RM,튜브 고정 보드 에노드 나사,나사,,BOARD,,,한샘디지텍,고압,"DX3000, ADX4000W",1000.0,,,,,A,26.03월,64,튜브 고정 보드 에노드,튜브 고정 보드 에노드 (나사),mapped,matched to file C row 47 (score=10),2026-04-10T21:26:09
RM-000062,RM,튜브 고정 보드 케소드 필라멘트,필라멘트,,BOARD,,,한샘디지텍,고압,DX3000,1800.0,,,,,A,26.03월,65,튜브 고정 보드 케소드,튜브 고정 보드 케소드 (필라멘트),mapped,matched to file C row 48 (score=17),2026-04-10T21:26:09
RM-000063,RM,튜브 고정 보드 케소드 필라멘트,필라멘트,,BOARD,,,한샘디지텍,고압,DX3000,2040.0,,,,,A,26.03월,66,튜브 고정 보드 케소드,튜브 고정 보드 케소드 (필라멘트),mapped,matched to file C row 48 (score=17),2026-04-10T21:26:09
RM-000064,RM,튜브 고정 보드 에노드 나사,나사,,BOARD,,,한샘디지텍,고압,"DX3000, ADX4000W",1202.0,,,,,A,26.03월,67,튜브 고정 보드 에노드,튜브 고정 보드 에노드 (나사),mapped,matched to file C row 47 (score=10),2026-04-10T21:26:09
RM-000065,RM,튜브 고정 보드 에노드 나사,나사,,BOARD,,,한샘디지텍,고압,"DX3000, ADX4000W",0.0,,,,,A,26.03월,68,튜브 고정 보드 에노드,튜브 고정 보드 에노드 (나사),mapped,matched to file C row 47 (score=10),2026-04-10T21:26:09
RM-000066,RM,튜브 고정 보드 케소드 필라멘트,필라멘트,,BOARD,,,한샘디지텍,고압,DX3000,0.0,,,,,A,26.03월,69,튜브 고정 보드 케소드,튜브 고정 보드 케소드 (필라멘트),mapped,matched to file C row 48 (score=17),2026-04-10T21:26:09
RM-000067,RM,베이클라이트 케이스 베이클라이트,베이클라이트,,베이클라이트,,,용봉화학,고압,"DX3000, ADX4000W, ADX6000",733.0,,,,,A,26.03월,70,베이클라이트 케이스,베이클라이트 하우징 파이프,mapped,matched to file C row 101 (score=10),2026-04-10T21:26:09
RM-000068,RM,NC 케이스 HDPE,HDPE,,HDPE,,,용봉화학,진공,COCOON,112.0,,,,,A,26.03월,71,NC 케이스,(nc)케이스,mapped,matched to file C row 107 (score=7),2026-04-10T21:26:09
RM-000069,RM,NC 케이스 HDPE,HDPE,,HDPE,,,용봉화학,진공,COCOON,40.0,,,,,A,26.03월,72,NC 케이스,(nc)케이스,mapped,matched to file C row 107 (score=7),2026-04-10T21:26:09
RM-000070,RM,PE케이스 거치대 HDPE,HDPE,,HDPE,,,용봉화학,진공,COCOON,200.0,,,,,A,26.03월,73,PE케이스 거치대,PE케이스거치대,mapped,matched to file C row 108 (score=8),2026-04-10T21:26:09
RM-000071,RM,신주 케이스 0.6T,0.6T,,황동,,,해진정밀,진공,DX3000,893.0,,,,,A,26.03월,74,신주 케이스,신주케이스,mapped,matched to file C row 119 (score=7),2026-04-10T21:26:09
RM-000072,RM,신주 케이스 0.6T,0.6T,,황동,,,디지아이,진공,DX3000,654.0,,,,,A,26.03월,75,신주 케이스,신주케이스,mapped,matched to file C row 119 (score=7),2026-04-10T21:26:09
RM-000073,RM,신주 케이스 0.6T,0.6T,,황동,,,디지아이,진공,DX3000,0.0,,,,,A,26.03월,76,신주 케이스,신주케이스,mapped,matched to file C row 119 (score=7),2026-04-10T21:26:09
RM-000074,RM,신주 케이스 0.6T,0.6T,,황동,,,해진정밀,진공,DX3000,273.0,,,,,A,26.03월,77,신주 케이스,신주케이스,mapped,matched to file C row 119 (score=7),2026-04-10T21:26:09
RM-000075,RM,신주 케이스 0.6T + 193 (커팅전),0.6T + 193 (커팅전),,황동,,,해진정밀,진공,DX3000,200.0,,,,,A,26.03월,78,신주 케이스,신주케이스,mapped,matched to file C row 119 (score=7),2026-04-10T21:26:09
RM-000076,RM,신주 케이스 뚜껑 0.6T,0.6T,,황동,,,해진정밀,진공,SOLO,737.0,,,,,A,26.03월,79,신주 케이스 뚜껑,신주케이스 뚜껑,mapped,matched to file C row 112 (score=8),2026-04-10T21:26:09
RM-000077,RM,신주 케이스 뚜껑 0.6T,0.6T,,황동,,,디지아이,진공,SOLO,232.0,,,,,A,26.03월,80,신주 케이스 뚜껑,신주케이스 뚜껑,mapped,matched to file C row 112 (score=8),2026-04-10T21:26:09
RM-000078,RM,신주 케이스 뚜껑 0.6T,0.6T,,황동,,,디지아이,진공,SOLO,50.0,,,,,A,26.03월,81,신주 케이스 뚜껑,신주케이스 뚜껑,mapped,matched to file C row 112 (score=8),2026-04-10T21:26:09
RM-000079,RM,방사구,,,황동,,,해진정밀,,,0.0,,,,,A,26.03월,82,방사구,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000080,RM,방사구 외경 탭 추가,외경 탭 추가,,황동,,,해진정밀,,,100.0,,,,,A,26.03월,83,방사구,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000081,RM,방사구 너트,,,황동,,,해진정밀,진공,DX3000,1188.0,,,,,A,26.03월,84,방사구 너트,방사구 너트,mapped,matched to file C row 131 (score=7),2026-04-10T21:26:09
RM-000082,RM,알루미늄 필터 0.8T * Φ24,0.8T * Φ24,,AL,,,광전레이저,조립,DX3000,1543.0,,,,,A,26.03월,85,알루미늄 필터,알루미늄 필터 [0.8T * Φ63],mapped,matched to file B row 31 (score=9),2026-04-10T21:26:09
RM-000083,RM,알루미늄 필터 1.2T * Φ24,1.2T * Φ24,,AL,,,광전레이저,진공,COCOON,0.0,,,,,A,26.03월,86,알루미늄 필터,1.2T 알루미늄 필터,mapped,matched to file C row 30 (score=9),2026-04-10T21:26:09
RM-000084,RM,알루미늄 필터 2T * Φ24,2T * Φ24,,AL,,,광전레이저,진공,ADX6000,0.0,,,,,A,26.03월,87,알루미늄 필터,2T 알루미늄 필터,mapped,matched to file C row 29 (score=7),2026-04-10T21:26:09
RM-000085,RM,방사구 오링 2*18,2*18,,오링,,,,진공,"DX3000, ADX4000W, ADX6000, COCOON",0.0,,,,,A,26.03월,88,방사구 오링,오링 (2*18),mapped,matched to file C row 32 (score=11),2026-04-10T21:26:09
RM-000086,RM,3 PIN 커넥터,,,BOARD,,,,,,0.0,,,,,A,26.03월,89,3 PIN 커넥터,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000087,RM,4 PIN 커넥터,,,BOARD,,,,,,0.0,,,,,A,26.03월,90,4 PIN 커넥터,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000088,RM,7핀 B/D,,,BOARD,,,한샘디지텍,진공,"DX3000, ADX4000W",574.0,,,,,A,26.03월,91,7핀 B/D,7핀 BD [190*88*1.6T*2L],mapped,matched to file C row 64 (score=4),2026-04-10T21:26:09
RM-000089,RM,9핀 B/D - TFT,,,BOARD,,,HLP,,,604.0,,,,,A,26.03월,92,9핀 B/D - TFT,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000090,RM,8핀 B/D,,,BOARD,,,한샘디지텍,진공,ADX6000,400.0,,,,,A,26.03월,93,8핀 B/D,8핀 BD,mapped,matched to file C row 65 (score=4),2026-04-10T21:26:09
RM-000091,RM,9핀 B/D,,,BOARD,,,한샘디지텍,진공,DX3000,260.0,,,,,A,26.03월,94,9핀 B/D,9핀 BD,mapped,matched to file C row 68 (score=4),2026-04-10T21:26:09
RM-000092,RM,10핀 B/D,,,BOARD,,,한샘디지텍,진공,ADX6000,0.0,,,,,A,26.03월,95,10핀 B/D,10핀 BD,mapped,matched to file C row 66 (score=6),2026-04-10T21:26:09
RM-000093,RM,CTR B/D (유럽용),,,PCB,,,HLP,조립,SOLO,249.0,,,,,A,26.03월,96,CTR B/D (유럽용),CTR _BD,mapped,matched to file B row 515 (score=3),2026-04-10T21:26:09
RM-000094,RM,CTR B/D (미국용),,,PCB,,,HLP,조립,SOLO,100.0,,,,,A,26.03월,97,CTR B/D (미국용),CTR _BD,mapped,matched to file B row 515 (score=3),2026-04-10T21:26:09
RM-000095,RM,CTR B/D (TFT용) V3.1.1,V3.1.1,,PCB,,,HLP,조립,SOLO,164.0,,,,,A,26.03월,98,CTR B/D (TFT용),CTR _BD,mapped,matched to file B row 515 (score=3),2026-04-10T21:26:09
RM-000096,RM,LCD B/D (듀얼 슬라이드),,,PCB,,,HLP,조립,DX3000블랙,300.0,,,,,A,26.03월,99,LCD B/D (듀얼 슬라이드),FRONT COVER (듀얼 슬라이드),mapped,matched to file B row 9 (score=3),2026-04-10T21:26:09
RM-000097,RM,TFT LCD B/D (듀얼 슬라이드) V3.0.1,V3.0.1,,PCB,,,HLP,조립,DX3000,102.0,,,,,A,26.03월,100,TFT LCD B/D (듀얼 슬라이드),LED DRIVE BD V3.0.1 (TFT CTR BD용),mapped,matched to file B row 41 (score=9),2026-04-10T21:26:09
RM-000098,RM,LCD B/D (사파리) -원버턴타입,,,PCB,,,HLP,조립,DX3000,0.0,,,,,A,26.03월,101,LCD B/D (사파리) -원버턴타입,LCD BD  (사파리) -원버턴타입,mapped,matched to file B row 39 (score=9),2026-04-10T21:26:09
RM-000099,RM,OLED B/D (듀얼),,,PCB,,,HLP,,,0.0,,,,,A,26.03월,102,OLED B/D (듀얼),,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000100,RM,EX B/D (듀얼) (좌),,,PCB,,,HLP,,,240.0,,,,,A,26.03월,103,EX B/D (듀얼) (좌),,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000101,RM,EX B/D (듀얼) (우),,,PCB,,,HLP,,,240.0,,,,,A,26.03월,104,EX B/D (듀얼) (우),,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000102,RM,EX B/D 사파리 (원버턴),,,PCB,,,HLP,조립,DX3000,88.0,,,,,A,26.03월,105,EX B/D 사파리 (원버턴),EX BD (원버턴) - 사파리,mapped,matched to file B row 37 (score=3),2026-04-10T21:26:09
RM-000103,RM,RELAY 쪽 보드,,,PCB,,,HLP,,,0.0,,,,,A,26.03월,106,RELAY 쪽 보드,,raw_only,A단독: 파일 B/C에서 매칭 실패,2026-04-10T21:26:09
RM-000104,RM,AIM LED 쪽 보드 V3.0.1,V3.0.1,,PCB,,,HLP,조립,DX3000,378.0,,,,,A,26.03월,107,AIM LED 쪽 보드,LED DRIVE BD V3.0.1 (TFT CTR BD용),mapped,matched to file B row 41 (score=8),2026-04-10T21:26:09
RM-000105,RM,"LCD PANEL 2.35""LCD","2.35""LCD",,PANEL,,,HLP,조립,DX3000,855.0,,,,,A,26.03월,108,LCD PANEL,"2.4"" TFT LCD 판넬",mapped,matched to file B row 4 (score=4),2026-04-10T21:26:09
RM-000106,RM,"TFT LCD PANEL 2.4""LCD - CT1715N241A","2.4""LCD - CT1715N241A",,PANEL,,,클리어디스플레이,조립,DX3000,823.0,,,,,A,26.03월,109,TFT LCD PANEL,"2.4"" TFT LCD 판넬",mapped,matched to file B row 4 (score=6),2026-04-10T21:26:09
RM-000107,RM,하네스 1번 FFC 20핀,FFC 20핀,,CABLE,,,HLP,조립,DX3000,0.0,,,,,A,26.03월,110,하네스 1번,FFC 20핀 - 하네스1,mapped,matched to file B row 33 (score=12),2026-04-10T21:26:09
RM-000108,RM,하네스 4번 후면 전원 Wire - DC 잭,후면 전원 Wire - DC 잭,,CABLE,,,HLP,조립,COCOON,0.0,,,,,A,26.03월,111,하네스 4번,"12505HS-02+SORDER 50mm 스피커 2핀 
(하네스 4번)",mapped,matched to file B row 325 (score=5),2026-04-10T21:26:09
RM-000109,RM,하네스 5번 EXP KEY 4핀 케이블,EXP KEY 4핀 케이블,,CABLE,,,HLP,조립,DX3000,0.0,,,,,A,26.03월,112,하네스 5번,EXP KEY 4핀 케이블 - 하네스5 (개당 2개씩),mapped,matched to file B row 34 (score=16),2026-04-10T21:26:09
